Accession,Species,Bacteria or Archaea,Genome Length (nt),Coding Length (nt),Non-coding Length (nt),Total Genes,Coding Genes,Total COGs,COGs/coding genes,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,Y,Z
NC_007912,Saccharophagus degradans 2-40,Bacteria,5057531,4387444,670087,4184,4084,3385,0.829,1,0,158,45,211,50,242,143,104,183,225,136,220,122,155,170,71,369,317,290,130,43,0,0,0
NC_015656,Frankia symbiont of Datisca glomerata,Bacteria,5340989,4239298,1101691,4473,4108,3385,0.824,0,0,230,59,226,79,177,148,186,155,298,300,142,4,104,156,159,446,215,214,32,52,0,0,3
NZ_CP011801,Nitrospira moscoviensis,Bacteria,4589485,4012762,576723,4462,4305,3382,0.786,0,1,234,46,186,59,145,153,79,150,185,167,298,103,158,140,60,402,338,304,124,50,0,0,0
NZ_CP014609,Solibacillus silvestris,Bacteria,3991226,3353521,637705,3938,3754,3380,0.900,0,1,167,41,326,98,174,138,163,183,274,144,133,74,92,198,86,471,328,189,48,52,0,0,0
NC_002505,Vibrio cholerae O1 biovar El Tor str. N16961,Bacteria,4033464,3435366,598098, , ,3380,#VALUE!,2,2,181,43,277,78,192,156,83,195,245,171,176,142,139,167,55,356,296,271,100,53,0,0,0
NZ_CP011412,Sedimenticola thiotaurini,Bacteria,3962284,3469739,492545,3662,3583,3375,0.942,1,2,369,42,275,54,103,154,105,172,186,141,162,99,169,199,61,347,302,276,100,55,0,0,1
NC_006834,Xanthomonas oryzae pv. oryzae KACC 10331,Bacteria,4941439,4171293,770146,4568,4055,3371,0.831,1,1,159,34,211,70,182,120,113,166,179,476,210,108,138,166,57,328,305,185,106,55,1,0,0
NC_019904,Echinicola vietnamensis DSM 17526,Bacteria,5608040,4852225,755815,4559,4451,3370,0.757,0,1,150,26,251,68,278,145,101,159,250,190,313,6,124,296,57,375,267,189,58,66,0,0,0
NZ_CP007139,Fimbriimonas ginsengisoli Gsoil 348,Bacteria,5231762,4643009,588753,4718,4588,3369,0.734,3,0,166,37,269,66,353,108,82,144,267,131,211,51,129,91,82,487,341,173,91,86,0,0,1
NZ_FO203512,Oleispira antarctica RB-8,Bacteria,4406383,3907110,499273,3972,3859,3367,0.873,1,1,205,41,245,68,84,153,139,187,244,177,184,121,151,162,69,401,305,259,111,58,0,0,1
NC_017067,Marinobacter hydrocarbonoclasticus ATCC 49840,Bacteria,3989480,3648885,340595,3665,3589,3367,0.938,1,4,204,44,263,58,115,151,147,180,229,140,208,127,155,176,80,368,284,272,115,46,0,0,0
NC_011420,Rhodospirillum centenum SW,Bacteria,4355543,3774701,580842,3934,3772,3362,0.891,0,1,189,34,247,71,124,144,140,174,192,152,226,125,133,189,86,407,360,238,75,54,0,0,1
NC_007964,Nitrobacter hamburgensis X14,Bacteria,5011522,4117411,894111,4751,4441,3361,0.757,0,1,208,38,202,63,130,121,105,158,163,375,216,65,163,164,69,376,409,165,111,59,0,0,0
NZ_CP008849,Alteromonas australica,Bacteria,4308833,3837822,471011,3760,3659,3361,0.919,1,2,183,37,246,73,172,135,120,181,236,137,197,106,139,199,70,405,287,272,97,65,0,0,1
NC_010554,Proteus mirabilis HI4320,Bacteria,4099895,3478647,621248,3747,3599,3360,0.934,1,0,215,43,277,84,176,140,79,182,259,184,199,159,125,192,59,354,297,111,174,48,2,0,0
NC_018868,Simiduia agarivorans SA1 = DSM 21679,Bacteria,4300227,3885933,414294,3837,3733,3360,0.900,1,2,183,42,266,55,186,151,133,173,216,151,208,115,159,182,79,360,279,261,110,48,0,0,0
NC_019789,Deinococcus peraridilitoris DSM 19664,Bacteria,4513714,3849505,664209,4360,4209,3356,0.797,0,1,158,37,328,90,300,126,108,165,214,234,134,29,121,158,74,467,292,231,43,46,0,0,0
NC_017668,Halobacillus halophilus DSM 2266,Bacteria,4170008,3412581,757427,4064,3942,3354,0.851,1,1,176,40,299,86,221,130,146,175,232,189,182,47,111,167,87,457,366,147,49,45,0,0,0
NZ_CP007595,Arthrobacter sp. PAMC 25486,Bacteria,4593579,3888348,705231,4117,3893,3354,0.862,1,1,171,33,329,81,330,140,146,167,335,148,155,3,94,187,88,440,263,141,37,64,0,0,0
NC_022600,Gloeobacter kilaueensis JS1,Bacteria,4724791,4204561,520230,4471,4343,3352,0.772,0,2,201,36,199,65,160,158,67,158,219,200,285,30,149,167,83,442,400,176,84,70,1,0,0
NC_009719,Parvibaculum lavamentivorans DS-1,Bacteria,3914745,3507874,406871,3710,3613,3350,0.927,0,1,186,35,225,61,122,136,263,168,228,132,185,45,139,158,176,447,351,126,118,47,0,0,1
NC_014041,Zunongwangia profunda SM-A87,Bacteria,5128187,4485620,642567,4471,4336,3349,0.772,1,1,163,27,245,73,245,136,111,161,261,200,270,13,114,254,62,409,291,173,66,72,1,0,0
NC_012489,Gemmatimonas aurantiaca T-27,Bacteria,4636964,4232683,404281,3992,3923,3343,0.852,0,3,177,31,265,57,113,119,118,172,241,162,204,97,113,162,88,476,287,250,100,106,0,0,2
NC_002696,Caulobacter crescentus CB15,Bacteria,4016947,3638580,378367, , ,3340,#VALUE!,0,2,177,25,238,70,171,133,177,173,248,143,202,79,140,180,111,391,352,192,87,49,0,0,0
NC_020541,Rhodanobacter denitrificans,Bacteria,4225490,3748366,477124,3845,3755,3328,0.886,2,1,195,37,226,64,137,129,120,181,212,178,230,102,158,169,57,370,357,184,121,98,0,0,0
NZ_CP009257,Acinetobacter baumannii,Bacteria,4335793,3796042,539751,4336,4155,3327,0.801,1,0,202,35,304,76,156,130,177,184,282,150,178,48,111,184,100,432,341,98,88,49,0,0,1
NC_007954,Shewanella denitrificans OS217,Bacteria,4545906,3845439,700467,3930,3740,3327,0.890,1,0,175,36,251,65,106,141,105,206,213,191,213,163,157,142,78,365,292,246,129,52,0,0,0
NC_011992,Acidovorax ebreus TPSY,Bacteria,3796573,3403684,392889,3546,3423,3325,0.971,1,3,213,31,292,66,133,128,162,177,224,160,186,97,133,194,86,359,320,190,130,39,0,0,1
NC_009466,Clostridium kluyveri DSM 555,Bacteria,4023800,3379127,644673,3893,3781,3322,0.879,0,0,152,44,266,87,272,106,68,179,296,204,163,101,95,176,36,392,287,229,46,122,0,0,1
NC_009089,Clostridioides difficile 630,Bacteria,4298133,3519651,778482, , ,3313,#VALUE!,0,1,193,35,281,85,279,105,56,158,396,173,168,64,83,151,37,375,274,238,63,95,0,0,3
NC_016629,Desulfovibrio africanus str. Walvis Bay,Bacteria,4200534,3562924,637610,3817,3731,3312,0.888,0,4,278,47,249,61,144,137,74,169,144,151,220,139,124,146,58,409,279,337,88,51,0,1,2
NC_016603,Acinetobacter pittii PHEA-2,Bacteria,3862530,3378033,484497, , ,3312,#VALUE!,1,0,219,31,308,81,149,128,204,178,289,103,182,46,119,209,105,421,288,100,104,46,0,0,1
NC_011979,Geobacter daltonii FRC-32,Bacteria,4304501,3863076,441425,3822,3717,3310,0.891,1,3,294,39,192,60,130,148,107,163,173,114,257,144,126,138,59,385,291,331,107,48,0,0,0
NC_019427,Anabaena sp. 90,Bacteria,5305675,4307238,998437,4667,4444,3305,0.744,0,2,179,52,195,66,128,152,57,156,157,208,230,47,162,161,89,482,460,171,60,91,0,0,0
NZ_CP011034,Pseudoalteromonas translucida KMM 520,Bacteria,4147593,3613972,533621,3764,3570,3305,0.926,1,2,181,40,274,63,136,121,132,190,222,185,202,106,154,175,79,374,296,214,110,43,0,0,5
NZ_CP004387,Alcanivorax pacificus W11-5,Bacteria,4168427,3702452,465975,3727,3627,3303,0.911,1,0,177,43,194,57,96,142,185,174,279,164,174,83,155,181,97,421,348,177,110,45,0,0,0
NZ_LN614756,Clostridioides difficile,Bacteria,4293049,3577877,715172,4040,3814,3302,0.866,0,1,195,36,282,84,281,108,56,160,390,171,166,65,83,148,36,376,268,233,64,96,0,0,3
NZ_CP010423,Pragia fontium,Bacteria,4094629,3466190,628439,3608,3457,3301,0.955,2,0,218,38,261,79,184,140,94,179,219,154,225,118,125,152,58,359,342,118,184,52,0,0,0
NZ_AP012547,Sulfuritalea hydrogenivorans sk43H,Bacteria,3802648,3482857,319791,3612,3518,3300,0.938,1,1,288,44,222,52,117,143,152,169,193,147,181,108,153,149,72,402,266,292,104,44,0,0,0
NC_019683,Leptolyngbya sp. PCC 7376,Bacteria,5125950,4414769,711181,4676,4262,3298,0.774,0,2,159,40,205,62,124,148,69,165,157,306,193,41,147,160,65,440,358,308,94,53,0,0,2
NC_013159,Saccharomonospora viridis DSM 43017,Bacteria,4308349,3764482,543867,3897,3772,3296,0.874,1,1,225,29,305,83,223,174,194,160,315,134,132,7,109,152,153,447,227,146,32,47,0,0,0
NC_020418,Morganella morganii subsp. morganii KT,Bacteria,3799539,3305552,493987,3638,3491,3296,0.944,1,0,207,37,332,96,195,156,72,189,270,160,174,107,121,215,39,383,252,125,119,46,0,0,0
NC_021182,Clostridium pasteurianum BC1,Bacteria,5044100,4025585,1018515,4694,4463,3296,0.739,0,1,231,48,245,74,231,144,74,178,318,207,160,76,87,159,39,401,277,204,67,75,0,0,0
NZ_CP009278,Sphingobacterium sp. ML3W,Bacteria,5329010,4577331,751679,4530,4359,3296,0.756,0,4,191,22,226,66,216,134,100,162,274,199,251,8,143,294,48,382,271,156,64,85,0,0,0
NC_003030,Clostridium acetobutylicum ATCC 824,Bacteria,4132880,3519603,613277, , ,3294,#VALUE!,0,1,139,46,244,77,268,139,84,177,302,145,217,120,90,128,38,403,313,213,48,101,0,0,1
NZ_CP009687,Clostridium aceticum,Bacteria,4207037,3539884,667153,3854,3711,3293,0.887,0,1,215,39,327,68,166,165,65,165,259,176,138,109,82,234,35,352,279,271,62,85,0,0,0
NZ_CP011007,Bacillus pumilus,Bacteria,3878815,3404991,473824,3936,3786,3292,0.870,1,1,163,40,324,77,241,127,111,177,315,126,179,72,104,169,88,381,323,172,50,51,0,0,0
NC_014366,gamma proteobacterium HdN1,Bacteria,4587455,4094019,493436,3847,3716,3292,0.886,3,0,184,65,184,51,87,142,207,165,196,175,226,135,126,139,99,385,293,252,117,60,0,0,1
NZ_CP017150,Brevibacterium linens,Bacteria,4209935,3720508,489427,3840,3699,3289,0.889,1,1,193,21,349,94,182,146,149,168,324,272,118,3,90,182,98,448,257,106,37,50,0,0,0
NZ_CP008714,Xanthomonas translucens pv. undulosa,Bacteria,4561137,3882532,678605,3783,3585,3288,0.917,1,1,185,34,230,64,192,130,126,172,188,196,203,122,145,184,79,338,318,210,109,58,3,0,0
NZ_CP015381,Desulfococcus multivorans,Bacteria,4455399,3860907,594492,3908,3805,3286,0.864,1,5,344,39,269,76,136,141,145,170,140,169,226,26,146,155,65,418,242,224,84,63,0,0,2
NC_016894,Acetobacterium woodii DSM 1030,Bacteria,4044777,3467120,577657,3649,3521,3285,0.933,1,0,246,38,292,80,138,167,49,170,334,171,117,115,83,169,40,375,253,284,53,110,0,0,0
NC_014816,Asticcacaulis excentricus CB 48,Bacteria,4308776,3772285,536491,3816,3725,3284,0.882,0,0,142,32,214,66,243,119,118,167,251,158,212,87,129,206,63,361,366,191,116,42,0,0,1
NC_017770,Solitalea canadensis DSM 3403,Bacteria,5202069,4562287,639782,4406,4277,3284,0.768,0,2,187,25,226,75,194,134,103,181,226,150,295,15,137,220,50,440,344,154,58,68,0,0,0
NC_014551,Bacillus amyloliquefaciens DSM 7,Bacteria,3980199,3512193,468006,4122,3867,3280,0.848,0,2,171,38,304,87,229,133,113,168,289,150,192,61,103,168,84,401,328,153,55,51,0,0,0
NZ_CP013342,Sphingopyxis terrae NBRC 15098,Bacteria,3983415,3575207,408208,3800,3700,3280,0.886,0,0,170,26,249,54,112,119,204,165,256,200,181,59,149,170,132,387,327,157,106,55,0,0,2
NC_010578,Beijerinckia indica subsp. indica ATCC 9039,Bacteria,4418616,3653887,764729,3972,3788,3278,0.865,0,2,260,33,222,64,202,142,149,165,237,144,199,50,145,203,100,400,331,118,65,47,0,0,0
NC_007963,Chromohalobacter salexigens DSM 3043,Bacteria,3696649,3260925,435724,3363,3233,3274,1.013,1,1,211,38,335,78,237,149,112,169,246,112,186,78,121,181,74,411,274,151,76,33,0,0,0
NZ_HG916765,Castellaniella defragrans 65Phen,Bacteria,3952818,3510957,441861,3543,3345,3271,0.978,1,2,227,37,408,67,181,137,155,158,234,140,180,89,109,168,105,347,234,160,96,36,0,0,0
NC_008709,Psychromonas ingrahamii 37,Bacteria,4559598,3602078,957520,3847,3644,3270,0.897,1,1,200,30,266,74,241,153,76,194,198,206,192,81,162,170,56,359,284,183,101,40,0,0,2
NZ_CP016907,Flavobacterium johnsoniae,Bacteria,5109718,4504385,605333,4305,4180,3266,0.781,0,0,157,26,235,74,246,128,125,168,245,129,275,13,119,206,71,443,292,195,52,66,0,0,1
NC_008609,Pelobacter propionicus DSM 2379,Bacteria,4241119,3680595,560524,3827,3709,3265,0.880,0,1,284,44,188,62,106,176,83,166,157,234,222,123,127,170,54,350,259,276,123,60,0,0,0
NZ_CP009416,Jeotgalibacillus malaysiensis,Bacteria,4119509,3502300,617209,4383,4187,3261,0.779,0,3,144,43,250,89,204,124,116,188,239,171,179,80,116,172,60,430,350,180,69,54,0,0,0
NZ_CP009516,Methanosarcina horonobensis HB-1 = JCM 15518,Archaea,5018607,3777783,1240824,4361,4120,3260,0.791,2,3,266,29,256,65,110,200,37,177,179,160,146,45,128,222,37,510,420,143,54,71,0,0,0
NZ_FO538765,Magnetospira sp. QH-2,Bacteria,4052370,3637144,415226,3813,3731,3251,0.871,1,1,244,36,247,58,154,138,97,163,143,216,208,73,143,173,86,388,295,259,78,50,0,0,0
NC_015633,Vibrio anguillarum 775,Bacteria,4052047,3527944,524103,3656,3406,3248,0.954,1,1,166,39,262,75,199,148,85,183,247,192,176,129,127,145,49,344,277,254,90,59,0,0,0
NC_019897,Thermobacillus composti KWC4,Bacteria,4355525,3768151,587374,4020,3765,3245,0.862,0,3,133,39,213,71,422,109,63,165,286,230,168,68,105,132,39,359,264,232,63,80,0,0,1
NZ_CP009571,Sphingomonas taxi,Bacteria,4061902,3589798,472104,3694,3587,3244,0.904,0,2,188,31,215,55,219,145,156,163,216,126,218,82,135,201,77,381,298,204,91,38,0,0,3
NC_002945,Mycobacterium bovis AF2122,Bacteria,4345492,3934998,410494, , ,3243,#VALUE!,2,0,215,43,206,76,145,165,256,161,226,174,116,65,108,135,212,469,282,115,28,44,0,0,0
NZ_CP018099,Caldithrix abyssi DSM 13497,Bacteria,4978541,4342476,636065,3920,3837,3239,0.844,1,2,233,43,231,71,160,118,107,159,144,249,228,104,139,135,62,388,248,266,90,60,0,0,1
NC_011831,Chloroflexus aggregans DSM 9485,Bacteria,4684931,4104073,580858,3828,3679,3238,0.880,1,3,216,45,248,70,223,155,107,163,203,169,234,13,120,153,65,462,220,266,41,56,0,0,5
NC_007517,Geobacter metallireducens GS-15,Bacteria,4011182,3628415,382767,3607,3508,3236,0.922,0,2,324,35,169,63,105,140,142,170,146,188,233,137,136,117,62,361,269,295,105,37,0,0,0
NZ_CP007143,Hymenobacter swuensis DY53,Bacteria,5252070,4507420,744650,4482,4362,3235,0.742,0,2,171,28,234,72,209,141,137,167,174,141,311,9,135,177,80,461,291,183,52,58,0,0,2
NZ_CP014056,Grimontia hollisae,Bacteria,3998273,3465606,532667,3650,3368,3231,0.959,3,1,176,42,271,76,203,144,92,175,213,158,196,134,134,160,59,332,280,216,124,42,0,0,0
NZ_CP009506,Methanosarcina siciliae T4,Archaea,5017558,3809558,1208000,4194,3969,3225,0.813,2,3,250,28,247,69,108,197,40,169,174,198,131,43,121,227,33,535,405,110,53,81,1,0,0
NC_015514,Cellulomonas fimi ATCC 484,Bacteria,4266344,3842031,424313,3845,3725,3224,0.866,1,1,187,29,232,80,364,124,97,165,318,145,147,54,103,119,56,409,263,182,57,91,0,0,0
NZ_CP017962,Virgibacillus halodenitrificans,Bacteria,3917759,3281701,636058,3861,3730,3216,0.862,1,1,177,40,298,91,204,118,102,172,253,151,170,67,107,188,57,422,331,157,59,50,0,0,0
NC_000962,Mycobacterium tuberculosis H37Rv,Bacteria,4411532,3958443,453089, , ,3214,#VALUE!,2,0,214,45,200,75,144,163,246,162,229,160,120,66,108,133,217,466,277,115,28,44,0,0,0
NC_008312,Trichodesmium erythraeum IMS101,Bacteria,7750108,4930540,2819568,5269,4423,3212,0.726,0,2,187,48,209,62,141,168,62,159,118,268,207,41,187,130,106,485,331,183,66,49,0,2,1
NC_010995,Cellvibrio japonicus Ueda107,Bacteria,4576573,4102737,473836,3679,3577,3212,0.898,2,1,153,44,203,60,229,130,80,173,185,182,212,122,140,214,67,311,277,235,124,66,0,0,2
NZ_CP007451,Draconibacterium orientale,Bacteria,5132075,4447646,684429,4199,4054,3212,0.792,1,0,178,35,228,86,289,139,95,160,214,203,262,11,118,197,31,378,254,201,56,76,0,0,0
NC_011666,Methylocella silvestris BL2,Bacteria,4305430,3705562,599868,3982,3836,3207,0.836,0,3,256,26,252,60,132,162,127,160,199,124,190,47,157,212,75,371,371,159,75,49,0,0,0
NZ_CP012712,Parageobacillus thermoglucosidans,Bacteria,3873116,3259739,613377,3832,3579,3205,0.896,0,1,226,42,303,78,214,144,115,170,229,167,136,76,115,178,75,381,286,167,56,46,0,0,0
NC_010814,Geobacter lovleyi SZ,Bacteria,3994874,3637110,357764,3684,3589,3201,0.892,0,2,245,49,180,68,110,140,83,174,166,195,220,145,115,138,49,344,241,363,109,64,0,0,1
NC_015589,Desulfotomaculum ruminis DSM 2154,Bacteria,3969014,3369069,599945,3917,3772,3200,0.848,0,2,252,50,288,66,161,150,54,160,288,168,161,88,106,151,36,355,287,240,78,59,0,0,0
NZ_CP012900,Stenotrophomonas acidaminiphila,Bacteria,4138297,3587910,550387,3656,3513,3198,0.910,1,1,169,35,224,66,128,127,112,178,220,174,205,98,142,189,72,355,305,201,116,80,0,0,0
NC_014393,Clostridium cellulovorans 743B,Bacteria,5262222,4380970,881252,4384,4230,3194,0.755,0,1,210,39,275,67,128,136,65,161,322,202,161,102,96,156,56,354,286,217,61,99,0,0,0
NC_016616,Dechlorosoma suillum PS,Bacteria,3806980,3357601,449379,3469,3350,3192,0.953,1,2,228,38,221,55,93,141,104,173,202,148,190,151,138,188,52,316,250,351,115,34,0,0,1
NC_016046,Oscillibacter valericigenes Sjm18-20,Bacteria,4470622,3759387,711235,4349,4114,3191,0.776,0,0,184,47,281,76,149,94,75,159,378,368,115,61,80,127,33,377,234,205,55,91,0,0,2
NC_017771,Deinococcus gobiensis I-0,Bacteria,4406036,3729646,676390,4160,3997,3189,0.798,0,2,168,36,296,87,237,123,111,163,228,187,125,43,127,173,64,436,288,172,66,57,0,0,0
NC_013216,Desulfotomaculum acetoxidans DSM 771,Bacteria,4545624,3724152,821472,4217,4007,3186,0.795,0,1,189,64,226,67,104,146,51,155,264,360,185,99,92,144,31,343,298,214,80,72,0,0,1
NC_011365,Gluconacetobacter diazotrophicus PA1 5,Bacteria,3914947,3434854,480093,3596,3476,3184,0.916,1,0,206,31,237,76,212,127,99,165,200,264,231,61,127,156,82,367,264,106,124,48,0,0,0
NZ_CP008876,Terribacillus aidingensis,Bacteria,3577082,3119134,457948,3571,3448,3182,0.923,0,1,155,40,301,95,262,93,85,182,266,122,164,65,92,198,70,433,301,166,41,50,0,0,0
NC_015684,Oligotropha carboxidovorans OM5,Bacteria,3896074,3408853,487221,3703,3637,3180,0.874,1,1,210,28,249,60,124,138,118,166,187,153,194,61,164,219,73,355,360,151,125,42,0,0,1
NC_015125,Microbacterium testaceum StLB037,Bacteria,3982034,3587756,394278,3633,3532,3180,0.900,1,0,166,33,301,90,394,118,125,155,338,138,150,2,74,171,85,398,235,129,27,47,0,0,3
NC_013892,Xenorhabdus bovienii SS-2004,Bacteria,4225498,3593071,632427,3960,3605,3173,0.880,1,1,141,41,268,67,146,168,84,180,207,428,171,75,103,146,93,319,299,101,84,49,0,0,1
NC_016041,Glaciecola nitratireducens FR1064,Bacteria,4134229,3640777,493452,3516,3419,3171,0.927,1,3,196,34,244,59,117,129,134,177,156,137,201,127,154,161,64,362,261,275,115,63,0,0,1
NC_019974,Natronococcus occultus SP4,Archaea,4314118,3521970,792148,4162,4021,3166,0.787,1,5,210,25,320,83,140,155,123,177,182,139,126,16,131,184,61,552,333,127,26,50,0,0,0
NC_013521,Sanguibacter keddieii DSM 10542,Bacteria,4253413,3766987,486426,3731,3562,3165,0.889,1,1,170,28,245,77,352,115,86,170,349,121,133,54,89,197,50,400,235,178,47,65,0,0,2
NC_004193,Oceanobacillus iheyensis HTE831,Bacteria,3630528,3067909,562619,3567,3434,3146,0.916,1,1,166,33,299,80,237,118,105,166,247,141,162,57,100,180,66,431,331,130,44,51,0,0,0
NC_013958,Nitrosococcus halophilus Nc 4,Bacteria,4145260,3597123,548137,3895,3714,3144,0.847,2,1,237,53,197,52,128,143,81,160,140,233,236,86,154,162,64,367,314,150,114,67,0,0,3
NZ_CP016534,Planococcus antarcticus DSM 14505,Bacteria,3804624,3161887,642737,3737,3496,3136,0.897,0,0,166,36,304,89,193,120,120,178,206,191,163,46,98,197,66,419,310,137,47,50,0,0,0
NC_008358,Hyphomonas neptunium ATCC 15444,Bacteria,3705021,3346341,358680,3518,3436,3134,0.912,0,0,187,27,230,63,124,146,196,176,202,129,189,60,131,173,127,392,313,115,101,53,0,0,0
NC_006347,Bacteroides fragilis YCH46,Bacteria,5310990,4787184,523806, , ,3134,#VALUE!,2,0,140,43,199,76,263,131,73,161,208,209,340,7,88,234,37,369,209,168,76,101,0,0,0
NC_009674,Bacillus cytotoxicus NVH 391-98,Bacteria,4094159,3325680,768479,4062,3767,3134,0.832,1,1,163,50,299,89,168,130,109,176,261,165,175,55,90,174,57,376,325,144,49,76,1,0,0
NZ_CP012750,Arthrobacter arilaitensis strain KLBMP5180,Bacteria,3918424,3409289,509135,3637,3508,3133,0.893,1,1,172,25,352,85,295,146,129,166,342,131,115,3,87,188,70,400,228,112,31,54,0,0,0
NC_014034,Rhodobacter capsulatus SB 1003,Bacteria,3871920,3462452,409468,3634,3501,3131,0.894,0,0,207,27,332,75,171,155,116,165,203,136,170,61,124,225,89,339,266,168,49,53,0,0,0
NZ_FO704550,Xenorhabdus doucetiae,Bacteria,4203651,3647227,556424,3724,3465,3130,0.903,1,1,157,41,291,74,190,146,100,178,217,236,177,75,100,144,106,329,316,106,81,63,0,0,1
NZ_LN829119,Candidatus Filomicrobium marinum,Bacteria,3969942,3424357,545585,3695,3598,3125,0.869,0,2,222,31,233,59,123,171,107,159,183,116,196,57,147,193,71,395,375,166,61,57,0,0,1
NC_015666,Halopiger xanaduensis SH-6,Archaea,4355268,3572970,782298,4174,4018,3118,0.776,0,5,197,30,253,74,191,154,81,173,187,130,114,42,135,212,44,553,314,148,29,52,0,0,0
NZ_CP011883,Mycobacterium haemophilum DSM 44634,Bacteria,4235765,3639963,595802,3931,3730,3118,0.836,1,0,228,35,220,68,151,166,228,144,234,123,113,122,116,129,184,414,254,117,29,42,0,0,0
NC_014830,Intrasporangium calvum DSM 43043,Bacteria,4024382,3601448,422934,3670,3529,3112,0.882,1,1,227,39,314,77,199,143,151,162,256,183,154,4,101,140,93,400,248,134,36,49,0,0,0
NC_013922,Natrialba magadii ATCC 43099,Archaea,4443643,3662215,781428,4127,4029,3107,0.771,1,7,182,32,333,85,132,146,122,176,191,167,95,42,131,175,56,522,301,132,27,52,0,0,0
NZ_CP013145,Colwellia sp. MT41,Bacteria,4337945,3553962,783983,3677,3504,3100,0.885,1,1,178,46,250,65,108,134,87,192,205,192,195,127,151,123,57,317,251,264,116,39,0,0,1
NC_002939,Geobacter sulfurreducens PCA,Bacteria,3814128,3465906,348222, , ,3099,#VALUE!,0,2,252,42,196,60,103,133,68,169,151,146,220,152,143,146,44,317,265,331,108,48,0,0,3
NC_013173,Desulfomicrobium baculatum DSM 4028,Bacteria,3942657,3484945,457712,3490,3393,3099,0.913,0,3,249,39,279,67,135,138,55,168,156,119,229,109,128,142,38,350,241,334,85,35,0,0,0
NC_013523,Sphaerobacter thermophilus DSM 20745,Bacteria,3993764,3386888,606876,3507,3403,3096,0.910,1,2,231,29,411,60,166,144,116,166,179,125,174,38,111,166,81,408,262,113,52,61,0,0,0
NC_013967,Haloferax volcanii DS2,Archaea,4012900,3387244,625656,3925,3805,3095,0.813,1,5,203,38,336,77,192,138,80,166,215,213,90,42,119,184,60,472,277,118,35,34,0,0,0
